Kategorie,Frage,Antwort
CC-BY 2.0 (France) Attribution: tatoeba.org #1120816 (cntrational) & #1187988 (Tlustulimu),Ich bin dick.,I'm fat.
CC-BY 2.0 (France) Attribution: tatoeba.org #1829472 (Spamster) & #7369708 (Yorwba),Ich wurde getroffen!,I'm hit!
CC-BY 2.0 (France) Attribution: tatoeba.org #5828623 (CK) & #8482471 (driini),Ich bin verrückt.,I'm mad.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828624 (CK) & #6644699 (Felixjp),Ich bin neu.,I'm new.
CC-BY 2.0 (France) Attribution: tatoeba.org #1924560 (Zaghawa) & #1703743 (Esperantostern),Ich bin alt.,I'm old.
CC-BY 2.0 (France) Attribution: tatoeba.org #317741 (CK) & #345365 (MUIRIEL),Ich bin traurig.,I'm sad.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203346 (CK) & #2655326 (Pfirsichbaeumchen),Ich bin schüchtern.,I'm shy.
CC-BY 2.0 (France) Attribution: tatoeba.org #1780075 (Spamster) & #7354609 (Yorwba),Ich bin nass.,I'm wet.
CC-BY 2.0 (France) Attribution: tatoeba.org #413756 (CK) & #6626109 (Felixjp),Es ist in Ordnung.,It's OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #1349952 (sacredceltic) & #356299 (MUIRIEL),Ich bin’s.,It's me!
CC-BY 2.0 (France) Attribution: tatoeba.org #42400 (sysko) & #356299 (MUIRIEL),Ich bin’s.,It's me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1745546 (belgavox) & #397812 (MikeMolto),Komm mit.,Join us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1745546 (belgavox) & #397813 (MikeMolto),Kommt mit.,Join us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211336 (raggione),Behalt es!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211337 (raggione),Behalt ihn!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211339 (raggione),Behalt sie!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211451 (raggione),Behalten Sie ihn!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211453 (raggione),Behalten Sie sie!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211454 (raggione),Behalten Sie es!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211455 (raggione),Behaltet ihn!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211456 (raggione),Behaltet sie!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211457 (raggione),Behaltet es!,Keep it.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049388 (mailohilohi) & #8861458 (mramosch),Töte es!,Kill it.
CC-BY 2.0 (France) Attribution: tatoeba.org #565931 (Fish) & #851631 (MUIRIEL),Küsst mich.,Kiss me.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #5594896 (list),Leg dich hin!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #6644792 (Felixjp),Hinlegen!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861512 (mramosch),Niederlegen!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861513 (mramosch),Leg dich nieder!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861514 (mramosch),Legt euch nieder!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861515 (mramosch),Legen Sie sich nieder!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861516 (mramosch),Legt euch hin!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861517 (mramosch),Legen Sie sich hin!,Lie low.
CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138659 (raggione),Schließ es ab.,Lock it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138660 (raggione),Schließe sie ab.,Lock it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138661 (raggione),Schließ ihn ab.,Lock it.
CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861605 (mramosch),Öffne es!,Open it.
CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861606 (mramosch),Öffnet es!,Open it.
CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861607 (mramosch),Öffnen Sie es!,Open it.
CC-BY 2.0 (France) Attribution: tatoeba.org #22061 (CM) & #1509604 (duke),Mach auf!,Open up.
CC-BY 2.0 (France) Attribution: tatoeba.org #374568 (blay_paul) & #4659630 (AC),Perfekt!,Perfect!
CC-BY 2.0 (France) Attribution: tatoeba.org #6049384 (mailohilohi) & #8227464 (MisterTrouser),Zieh dran.,Pull it.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049385 (mailohilohi) & #8227465 (MisterTrouser),Drück drauf.,Push it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1357251 (Eldad) & #647453 (Hans07),Tschüss!,See you!
CC-BY 2.0 (France) Attribution: tatoeba.org #1151432 (Roggy) & #2073170 (Espi),Wir sehen uns.,See you.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972649 (CK) & #1973162 (Vortarulo),Zeig's mir!,Show me.
CC-BY 2.0 (France) Attribution: tatoeba.org #462430 (lukaszpp) & #533020 (Espi),Halt’s Maul!,Shut up!
CC-BY 2.0 (France) Attribution: tatoeba.org #2267731 (_undertoad) & #367027 (MUIRIEL),Bis später!,So long.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111499 (CK) & #6644774 (Felixjp),Hör auf.,Stop it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #4732110 (bonny37),Nimm es.,Take it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #6023199 (Zaghawa),Nehmt es.,Take it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #6023200 (Zaghawa),Nehmen Sie es.,Take it.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913090 (CK) & #625795 (MUIRIEL),Sag es mir.,Tell me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1913090 (CK) & #4432960 (Vortarulo),Erzähl's mir.,Tell me.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203599 (CK) & #2205386 (Pfirsichbaeumchen),Tom aß.,Tom ate.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203599 (CK) & #2205387 (Pfirsichbaeumchen),Tom hat gegessen.,Tom ate.
CC-BY 2.0 (France) Attribution: tatoeba.org #8385636 (CK) & #8861608 (mramosch),Thomas versteckte sich.,Tom hid.
CC-BY 2.0 (France) Attribution: tatoeba.org #8385636 (CK) & #8861609 (mramosch),Thomas hat sich versteckt.,Tom hid.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203766 (CK) & #2204129 (Pfirsichbaeumchen),Tom rannte.,Tom ran.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203766 (CK) & #2204130 (Pfirsichbaeumchen),Tom ist gerannt.,Tom ran.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005191 (CK) & #2153027 (Pfirsichbaeumchen),Tom hat gewonnen.,Tom won.
CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2095332 (Pfirsichbaeumchen),Warte mal!,Wait up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2954330 (Tamy),Warten Sie mal!,Wait up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2954332 (Tamy),Wartet mal!,Wait up.
CC-BY 2.0 (France) Attribution: tatoeba.org #323780 (CK) & #355345 (MUIRIEL),Wach auf!,Wake up!
CC-BY 2.0 (France) Attribution: tatoeba.org #323780 (CK) & #1851545 (Pfirsichbaeumchen),Wachen Sie auf!,Wake up!
CC-BY 2.0 (France) Attribution: tatoeba.org #1850243 (CK) & #355345 (MUIRIEL),Wach auf!,Wake up.
CC-BY 2.0 (France) Attribution: tatoeba.org #1850243 (CK) & #1851545 (Pfirsichbaeumchen),Wachen Sie auf!,Wake up.
CC-BY 2.0 (France) Attribution: tatoeba.org #20763 (CK) & #440775 (landano),Wasch dir die Hände.,Wash up.
CC-BY 2.0 (France) Attribution: tatoeba.org #20763 (CK) & #618943 (MUIRIEL),Wasch dir das Gesicht.,Wash up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107666 (CK) & #2122765 (Pfirsichbaeumchen),Wir haben verloren.,We lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #138919 (CM) & #362772 (Kerstin),Willkommen!,Welcome.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203598 (CK) & #712317 (conker),Wer hat gegessen?,Who ate?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203598 (CK) & #2205383 (Pfirsichbaeumchen),Wer aß?,Who ate?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203765 (CK) & #2204127 (Pfirsichbaeumchen),Wer rannte?,Who ran?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203765 (CK) & #2204128 (Pfirsichbaeumchen),Wer ist gerannt?,Who ran?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005190 (CK) & #3072400 (faehrmann),Wer hat gewonnen?,Who won?
CC-BY 2.0 (France) Attribution: tatoeba.org #672252 (CK) & #4732107 (bonny37),Du läufst.,You run.
CC-BY 2.0 (France) Attribution: tatoeba.org #672252 (CK) & #4732108 (bonny37),Sie laufen.,You run.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549833 (CK) & #3481047 (Esperantostern),Du hast gewonnen.,You won.
CC-BY 2.0 (France) Attribution: tatoeba.org #8046702 (soliloquist) & #8861524 (mramosch),Alle aufstehen!,All rise.
CC-BY 2.0 (France) Attribution: tatoeba.org #2214296 (Hybrid) & #2214362 (Pfirsichbaeumchen),Bin ich dick?,Am I fat?
CC-BY 2.0 (France) Attribution: tatoeba.org #3820042 (CK) & #4942946 (Hans_Adler),Frag sie.,Ask them.
CC-BY 2.0 (France) Attribution: tatoeba.org #1553533 (CK) & #1846342 (Tamy),Komm nicht näher!,Back off.
CC-BY 2.0 (France) Attribution: tatoeba.org #2221008 (Hybrid) & #2221017 (Pfirsichbaeumchen),Sei ein Mann!,Be a man.
CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057729 (Pfirsichbaeumchen),Sei tapfer!,Be brave.
CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057731 (Pfirsichbaeumchen),Seien Sie tapfer!,Be brave.
CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057732 (Pfirsichbaeumchen),Seid tapfer!,Be brave.
CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942973 (Hans_Adler),Fassen Sie sich kurz.,Be brief.
CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942974 (Hans_Adler),Fass dich kurz.,Be brief.
CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942975 (Hans_Adler),Fasst euch kurz.,Be brief.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954265 (CK) & #5227367 (jaz1313),Sei ruhig.,Be still.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203997 (Pfirsichbaeumchen),Ruf Tom an!,Call Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203998 (Pfirsichbaeumchen),Rufe Tom an!,Call Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203999 (Pfirsichbaeumchen),Rufen Sie Tom an!,Call Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2204000 (Pfirsichbaeumchen),Ruft Tom an!,Call Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #5825527 (CK) & #7789053 (raggione),Kann ich gehen?,Can I go?
CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861638 (mramosch),Fang mich!,Catch me.
CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861641 (mramosch),Fangen Sie mich!,Catch me.
CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861642 (mramosch),Fangt mich!,Catch me.
CC-BY 2.0 (France) Attribution: tatoeba.org #239441 (CM) & #342091 (lilygilder),Kopf hoch!,Cheer up!
CC-BY 2.0 (France) Attribution: tatoeba.org #280162 (CM) & #446596 (al_ex_an_der),Reg dich ab!,Cool off!
CC-BY 2.0 (France) Attribution: tatoeba.org #1954267 (CK) & #4941575 (Hans_Adler),Leg ihm Handschellen an.,Cuff him.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954267 (CK) & #4941576 (Hans_Adler),Legen Sie ihm Handschellen an.,Cuff him.
CC-BY 2.0 (France) Attribution: tatoeba.org #773587 (marloncori) & #782815 (Chris),Geh nicht.,Don't go.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954268 (CK) & #5227376 (jaz1313),Fahr weiter.,Drive on.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942841 (Hans_Adler),Finde Tom.,Find Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942842 (Hans_Adler),Findet Tom.,Find Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942843 (Hans_Adler),Finden Sie Tom.,Find Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281107 (Yorwba),Beheben Sie das.,Fix this.
CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281109 (Yorwba),Behebe das.,Fix this.
CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281111 (Yorwba),Repariere das.,Fix this.
CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281114 (Yorwba),Reparieren Sie das.,Fix this.
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #547378 (Espi),Geh weg!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #584844 (MUIRIEL),Verpiss dich!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #662285 (stefz),Hau ab!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #722834 (Esperantostern),Verschwinde!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #795719 (BraveSentry),Verdufte!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #795721 (BraveSentry),Mach dich fort!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917506 (Sudajaengi),Zieh Leine!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917507 (Sudajaengi),Mach dich vom Acker!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917508 (Sudajaengi),Verzieh dich!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #1203256 (Espi),Verkrümele dich!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2162750 (Vortarulo),Troll dich!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494154 (Pfirsichbaeumchen),Zisch ab!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494156 (Pfirsichbaeumchen),Pack dich!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494157 (Pfirsichbaeumchen),Mach ’ne Fliege!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494158 (Pfirsichbaeumchen),Schwirr ab!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494159 (Pfirsichbaeumchen),Mach die Sause!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494160 (Pfirsichbaeumchen),Scher dich weg!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494161 (Pfirsichbaeumchen),Scher dich fort!,Get away!
CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6643143 (Felixjp),Runter!,Get down!
CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6644792 (Felixjp),Hinlegen!,Get down!
CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6681267 (Felixjp),In Deckung!,Get down!
CC-BY 2.0 (France) Attribution: tatoeba.org #1954269 (CK) & #4941578 (Hans_Adler),Komm runter.,Get down.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954269 (CK) & #4941580 (Hans_Adler),Kommen Sie runter.,Get down.
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #547378 (Espi),Geh weg!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #584844 (MUIRIEL),Verpiss dich!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #662285 (stefz),Hau ab!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #722834 (Esperantostern),Verschwinde!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #795719 (BraveSentry),Verdufte!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #795721 (BraveSentry),Mach dich fort!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917506 (Sudajaengi),Zieh Leine!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917507 (Sudajaengi),Mach dich vom Acker!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917508 (Sudajaengi),Verzieh dich!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #1203256 (Espi),Verkrümele dich!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2162750 (Vortarulo),Troll dich!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494154 (Pfirsichbaeumchen),Zisch ab!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494156 (Pfirsichbaeumchen),Pack dich!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494157 (Pfirsichbaeumchen),Mach ’ne Fliege!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494158 (Pfirsichbaeumchen),Schwirr ab!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494159 (Pfirsichbaeumchen),Mach die Sause!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494160 (Pfirsichbaeumchen),Scher dich weg!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494161 (Pfirsichbaeumchen),Scher dich fort!,Get lost!
CC-BY 2.0 (France) Attribution: tatoeba.org #326067 (CM) & #4659664 (AC),Jetzt mal ernsthaft!,Get real!
CC-BY 2.0 (France) Attribution: tatoeba.org #38590 (CM) & #3331180 (brauchinet),Nur zu!,Go ahead!
CC-BY 2.0 (France) Attribution: tatoeba.org #38546 (CM) & #1068331 (Hans07),Mach weiter!,Go ahead.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972639 (CK) & #5227375 (jaz1313),Hol Tom.,Grab Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #285184 (CK) & #4659653 (AC),Greif ihn dir!,Grab him.
CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #466678 (Espi),Viel Vergnügen!,Have fun.
CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #521359 (Espi),Viel Spaß!,Have fun.
CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #1079989 (al_ex_an_der),Feier schön!,Have fun.
CC-BY 2.0 (France) Attribution: tatoeba.org #1564976 (marcelostockle) & #772231 (samueldora),Er sprach.,He spoke.
CC-BY 2.0 (France) Attribution: tatoeba.org #3146660 (CM) & #8842874 (wolfgangth),Er versuchte es.,He tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #3146660 (CM) & #8861400 (mramosch),Er hat es versucht.,He tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #288166 (CM) & #413525 (MUIRIEL),Er versucht es.,He tries.
CC-BY 2.0 (France) Attribution: tatoeba.org #288166 (CM) & #8842874 (wolfgangth),Er versuchte es.,He tries.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203858 (CK) & #2203959 (Pfirsichbaeumchen),Hilf Tom!,Help Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203858 (CK) & #2203960 (Pfirsichbaeumchen),Helft Tom!,Help Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203858 (CK) & #2203961 (Pfirsichbaeumchen),Helfen Sie Tom!,Help Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #36097 (CM) & #332133 (SeeVogel),Was ist das nicht süß!,How cute!
CC-BY 2.0 (France) Attribution: tatoeba.org #36097 (CM) & #356164 (MUIRIEL),Wie süß!,How cute!
CC-BY 2.0 (France) Attribution: tatoeba.org #37612 (CM) & #4659638 (AC),Wie tief?,How deep?
CC-BY 2.0 (France) Attribution: tatoeba.org #1913091 (CK) & #3943128 (Kuraimegami),Wie schön!,How nice!
CC-BY 2.0 (France) Attribution: tatoeba.org #8094348 (iT4LL) & #8861534 (mramosch),Wie unverschämt!,How rude!
CC-BY 2.0 (France) Attribution: tatoeba.org #8094348 (iT4LL) & #8861535 (mramosch),Wie unhöflich!,How rude!
CC-BY 2.0 (France) Attribution: tatoeba.org #1954271 (CM) & #4941581 (Hans_Adler),Tu mir den Gefallen.,Humor me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954271 (CM) & #4941582 (Hans_Adler),Tun Sie mir den Gefallen.,Humor me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1329 (brauliobezerra) & #131 (MUIRIEL),Beeil dich!,Hurry up.
CC-BY 2.0 (France) Attribution: tatoeba.org #1329 (brauliobezerra) & #355342 (MUIRIEL),Beeil dich.,Hurry up.
CC-BY 2.0 (France) Attribution: tatoeba.org #1329 (brauliobezerra) & #1367862 (al_ex_an_der),Mach hin!,Hurry up.
CC-BY 2.0 (France) Attribution: tatoeba.org #3092548 (CK) & #4521701 (Emtyra),Ich kann gehen.,I can go.
CC-BY 2.0 (France) Attribution: tatoeba.org #8397701 (CK) & #8861434 (mramosch),Ich fluchte.,I cursed.
CC-BY 2.0 (France) Attribution: tatoeba.org #8397701 (CK) & #8861435 (mramosch),Ich habe geflucht.,I cursed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549832 (CK) & #1223697 (BraveSentry),Ich habe es geschafft.,I did it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549832 (CK) & #2981343 (pne),Ich hab's gemacht.,I did it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2476830 (arnxy20) & #2800938 (freddy1),Ich komme klar.,I get by.
CC-BY 2.0 (France) Attribution: tatoeba.org #2476830 (arnxy20) & #6644236 (Felixjp),Ich komme zurecht.,I get by.
CC-BY 2.0 (France) Attribution: tatoeba.org #2476830 (arnxy20) & #6644244 (Felixjp),Ich komme über die Runden.,I get by.
CC-BY 2.0 (France) Attribution: tatoeba.org #1691393 (aka_aj) & #547386 (Espi),Ich verstehe.,I get it.
CC-BY 2.0 (France) Attribution: tatoeba.org #433472 (CK) & #1313701 (al_ex_an_der),Ich habe es verstanden.,I got it.
CC-BY 2.0 (France) Attribution: tatoeba.org #433472 (CK) & #1313702 (al_ex_an_der),Ich habe es bekommen.,I got it.
CC-BY 2.0 (France) Attribution: tatoeba.org #433472 (CK) & #3128448 (samueldora),Ich hab's.,I got it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828630 (CK) & #7091842 (Luiaard),Ich half.,I helped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828630 (CK) & #7091843 (Luiaard),Ich habe geholfen.,I helped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828631 (CK) & #4098517 (Esperantostern),Ich bin gesprungen.,I jumped.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828633 (CK) & #8861441 (mramosch),Ich stöhnte.,I moaned.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828633 (CK) & #8861442 (mramosch),Ich ächzte.,I moaned.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828634 (CK) & #8604269 (Roujin),Ich nickte.,I nodded.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828636 (CK) & #8861439 (mramosch),Ich hielt an.,I paused.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828636 (CK) & #8861440 (mramosch),Ich pausierte.,I paused.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828637 (CK) & #4781455 (Tamy),Ich betete.,I prayed.
CC-BY 2.0 (France) Attribution: tatoeba.org #3930181 (Youmu970) & #4942976 (Hans_Adler),Ich weigere mich.,I refuse.
CC-BY 2.0 (France) Attribution: tatoeba.org #731590 (Eldad) & #731476 (jakov),Ich trete zurück.,I resign.
CC-BY 2.0 (France) Attribution: tatoeba.org #7538188 (CK) & #8861589 (mramosch),Ich rastete.,I rested.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828638 (CK) & #4785325 (Tamy),Ich rasierte mich.,I shaved.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828638 (CK) & #7141491 (Luiaard),Ich habe mich rasiert.,I shaved.
CC-BY 2.0 (France) Attribution: tatoeba.org #3651941 (Luciosp) & #4942940 (Hans_Adler),Ich lächelte.,I smiled.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123630 (CK) & #2139195 (Pfirsichbaeumchen),Ich blieb.,I stayed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123630 (CK) & #5606600 (Vortarulo),Ich bin dageblieben.,I stayed.
CC-BY 2.0 (France) Attribution: tatoeba.org #254813 (CK) & #1401401 (Esperantostern),Ich benutze es.,I use it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123628 (CK) & #2139192 (Pfirsichbaeumchen),Ich habe gewartet.,I waited.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828641 (CK) & #2217002 (Esperantostern),Ich blinzelte.,I winked.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828641 (CK) & #8861438 (mramosch),Ich zwinkerte.,I winked.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828642 (CK) & #2202301 (Esperantostern),Ich gähnte.,I yawned.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828642 (CK) & #4844863 (Tamy),Ich habe gegähnt.,I yawned.
CC-BY 2.0 (France) Attribution: tatoeba.org #411285 (CK) & #6155050 (arved),Ich werde zahlen.,I'll pay.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111768 (CK) & #643552 (Pfirsichbaeumchen),Ich werde es versuchen.,I'll try.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828645 (CK) & #8323258 (Luiaard),Ich bin DJ.,I'm a DJ.
CC-BY 2.0 (France) Attribution: tatoeba.org #564159 (darinmex) & #817356 (Manfredo),Ich bin wieder da.,I'm back.
